CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Neighborhood,Location 1
10/22/15,10:00:00,4E,3200 LOCH RAVEN BLVD,COMMON ASSAULT,HANDS,Better Waverly,"(39.3250700000, -76.6001300000)"
10/22/15,10:10:00,5A,3900 BIDDISON LN,BURGLARY,,Waltherson,"(39.3396000000, -76.5558100000)"
10/22/15,10:30:00,6D,1500 GOUGH ST,LARCENY FROM AUTO,,Perkins Homes,"(39.2874900000, -76.5968500000)"
10/22/15,13:00:00,4E,3800 FREDERICK AVE,COMMON ASSAULT,HANDS,Irvington,"(39.2818800000, -76.6795600000)"
10/22/15,10:47:00,4E,400 N CALVERT ST,COMMON ASSAULT,HANDS,Mount Vernon,"(39.2947400000, -76.6126500000)"
10/22/15,10:47:00,4E,400 N CALVERT ST,COMMON ASSAULT,HANDS,Mount Vernon,"(39.2947400000, -76.6126500000)"
10/22/15,11:00:00,6G,6200 WALTHER AVE,LARCENY,,Glenham-Belhar,"(39.3517600000, -76.5427800000)"
10/22/15,11:01:00,6G,4000 PARKMONT AVE,LARCENY,,Glenham-Belhar,"(39.3483400000, -76.5400100000)"
10/22/15,11:20:00,4E,300 IMLA ST,COMMON ASSAULT,HANDS,Bayview,"(39.2902500000, -76.5391600000)"
10/22/15,11:50:00,6D,100 W CHASE ST,LARCENY FROM AUTO,,Mid-Town Belvedere,"(39.3022600000, -76.6181600000)"
10/22/15,11:50:00,6D,4300 PARK HEIGHTS AVE,LARCENY FROM AUTO,,Central Park Heights,"(39.3392400000, -76.6661900000)"
10/22/15,12:00:00,5A,2300 WHITTIER AVE,BURGLARY,,Parkview/Woodbrook,"(39.3164800000, -76.6477000000)"
10/22/15,12:00:00,5A,2900 ORLEANS ST,BURGLARY,,Ellwood Park/Monument,"(39.2959000000, -76.5758900000)"
10/22/15,12:20:00,6G,1500 W SARATOGA ST,LARCENY,,Franklin Square,"(39.2921300000, -76.6412800000)"
10/22/15,1316,1F,1400 GORSUCH AV,HOMICIDE,FIREARM,Coldstream Homestead Montebello,"(39.3237000000, -76.5985500000)"
10/22/15,14:00:00,5A,2900 E MONUMENT ST,BURGLARY,,Ellwood Park/Monument,"(39.2990600000, -76.5762100000)"
10/22/15,14:00:00,6G,1200 E LANVALE ST,LARCENY,,Oliver,"(39.3093600000, -76.6016600000)"
10/22/15,14:04:00,6C,1600 PENNSYLVANIA AVE,LARCENY,,Upton,"(39.3034400000, -76.6345800000)"
10/22/15,14:10:00,7A,AV & EXETER HALL AV,AUTO THEFT,,Better Waverly,"(39.3234100000, -76.6094400000)"
10/22/15,14:15:00,5A,2900 ROSALIND AVE,BURGLARY,,Cylburn,"(39.3458900000, -76.6643100000)"
10/22/15,14:30:00,4E,1900 E NORTH AVE,COMMON ASSAULT,HANDS,Broadway East,"(39.3122800000, -76.5909900000)"
10/22/15,14:30:00,5A,3800 DERBY MANOR DR,BURGLARY,,Greenspring,"(39.3337600000, -76.6572900000)"
10/22/15,14:30:00,4C,1200 W LAFAYETTE AVE,AGG. ASSAULT,OTHER,Harlem Park,"(39.2990500000, -76.6381100000)"
10/22/15,14:34:00,4E,0 S HOWARD ST,COMMON ASSAULT,HANDS,Stadium Area,"(39.2756400000, -76.6214100000)"
10/22/15,14:40:00,6J,2500 FRANCIS ST,LARCENY,,Penn North,"(39.3138000000, -76.6432200000)"
10/22/15,14:45:00,6J,1200 WILLIAM ST,LARCENY,,Riverside,"(39.2759300000, -76.6105300000)"
10/22/15,14:45:00,6D,500 E 34TH ST,LARCENY FROM AUTO,,Waverly,"(39.3297800000, -76.6089200000)"
10/22/15,14:50:00,4C,2000 N EDGEWOOD ST,AGG. ASSAULT,OTHER,Fairmont,"(39.3100300000, -76.6759700000)"
10/22/15,14:50:00,6J,2000 N EDGEWOOD ST,LARCENY,,Fairmont,"(39.3100300000, -76.6759700000)"
10/22/15,14:57:00,6C,1900 W PRATT ST,LARCENY,,Carrollton Ridge,"(39.2851100000, -76.6475000000)"
10/22/15,14:57:00,6C,1900 W PRATT ST,LARCENY,,Carrollton Ridge,"(39.2851100000, -76.6475000000)"
10/22/15,15:00:00,3B,3600 W COLD SPRING LN,ROBBERY - STREET,,Dolfield,"(39.3360100000, -76.6755300000)"
10/22/15,15:00:00,7A,3200 WYLIE AVE,AUTO THEFT,,Central Park Heights,"(39.3411000000, -76.6677300000)"
10/22/15,2:00:00,5D,3300 GREENMOUNT AVE,BURGLARY,,Oakenshawe,"(39.3292800000, -76.6094800000)"
10/22/15,2:06:00,3CF,3200 HOLLINS FERRY RD,ROBBERY - COMMERCIAL,FIREARM,Lakeland,"(39.2512200000, -76.6470000000)"
10/22/15,2:30:00,6F,7000 BOXFORD RD,LARCENY,,Cross Country,"(39.3679300000, -76.7025100000)"
10/22/15,2:48:00,5D,500 WASHINGTON BLVD,BURGLARY,,Downtown West,"(39.2855600000, -76.6225600000)"
10/22/15,2:50:00,4E,5700 BELAIR RD,COMMON ASSAULT,HANDS,Frankford,"(39.3425100000, -76.5453000000)"
10/22/15,3:53:00,6D,2400 W BELVEDERE AVE,LARCENY FROM AUTO,,Levindale,"(39.3544800000, -76.6623700000)"
10/22/15,4:54:00,3B,3900 FERNHILL AVE,ROBBERY - STREET,,Dolfield,"(39.3378100000, -76.6821500000)"
10/22/15,5:00:00,5A,6800 MCCLEAN BLVD,BURGLARY,,Hamilton Hills,"(39.3705900000, -76.5670400000)"
10/22/15,5:30:00,4E,2300 MOUNT ROYAL TER,COMMON ASSAULT,HANDS,Reservoir Hill,"(39.3156600000, -76.6290400000)"
10/22/15,7:00:00,4E,2600 WILKENS AVE,COMMON ASSAULT,HANDS,Millhill,"(39.2785000000, -76.6575300000)"
10/22/15,7:10:00,6J,2000 E 32ND ST,LARCENY,,Coldstream Homestead Montebello,"(39.3272900000, -76.5870800000)"
10/22/15,7:25:00,6G,2700 PRESSTMAN ST,LARCENY,,Northwest Community Action,"(39.3046500000, -76.6631600000)"
10/22/15,8:10:00,4E,3400 CLIFTON AVE,COMMON ASSAULT,HANDS,Mount Holly,"(39.3110000000, -76.6742900000)"
10/22/15,8:15:00,6E,200 W CHASE ST,LARCENY,,Mid-Town Belvedere,"(39.3021800000, -76.6188300000)"
10/22/15,8:30:00,5A,2500 LOYOLA NORTHWAY,BURGLARY,,Greenspring,"(39.3398000000, -76.6607000000)"
10/22/15,9:00:00,6F,0 N WASHINGTON ST,LARCENY,,Butcher's Hill,"(39.2921900000, -76.5891600000)"
10/22/15,9:00:00,5A,5600 WINTHROPE AVE,BURGLARY,,Glenham-Belhar,"(39.3482000000, -76.5538400000)"
10/22/15,9:00:00,3B,2500 Liberty Heights,ROBBERY - STREET,,Liberty Square,"(39.3194700000, -76.6559000000)"
10/22/15,9:10:00,6J,0 S PAYSON ST,LARCENY,,Boyd-Booth,"(39.2876600000, -76.6486800000)"
10/22/15,9:40:00,4E,4800 PIMLICO RD,COMMON ASSAULT,HANDS,Cylburn,"(39.3478400000, -76.6687600000)"
10/22/15,15:00:00,5A,3400 CARLISLE AVE,BURGLARY,,Hanlon-Longwood,"(39.3193200000, -76.6751900000)"
10/22/15,15:00:00,4E,1600 W PRATT ST,COMMON ASSAULT,HANDS,Union Square,"(39.2854100000, -76.6422700000)"
10/22/15,15:00:00,6D,2900 HOLLINS FERRY RD,LARCENY FROM AUTO,,Lakeland,"(39.2544700000, -76.6466000000)"
10/22/15,15:25:00,3AK,100 KANE ST,ROBBERY - STREET,KNIFE,Hopkins Bayview,"(39.2950300000, -76.5334500000)"
10/22/15,15:45:00,3AK,400 E 33RD ST,ROBBERY - STREET,KNIFE,Oakenshawe,"(39.3284500000, -76.6109500000)"
10/22/15,16:00:00,5C,2400 LOYOLA NORTHWAY,BURGLARY,,Greenspring,"(39.3388000000, -76.6585400000)"
10/22/15,16:00:00,3B,3200 HARFORD RD,ROBBERY - STREET,,Montebello,"(39.3272100000, -76.5844700000)"
10/22/15,16:00:00,6D,1500 N PULASKI ST,LARCENY FROM AUTO,,Easterwood,"(39.3059500000, -76.6510400000)"
10/22/15,16:00:00,7A,1500 RAMBLEWOOD RD,AUTO THEFT,,Loch Raven,"(39.3613300000, -76.5866600000)"
10/22/15,16:30:00,3B,3900 CRANSTON AVE,ROBBERY - STREET,,Edmondson Village,"(39.2963600000, -76.6820600000)"
10/22/15,16:39:00,6G,2400 CHRISTIAN ST,LARCENY,,Millhill,"(39.2801300000, -76.6544200000)"
10/22/15,17:00:00,3AF,3200 THE ALAMEDA,ROBBERY - STREET,FIREARM,Coldstream Homestead Montebello,"(39.3266600000, -76.5944400000)"
10/22/15,17:00:00,6C,2500 BELAIR RD,LARCENY,,Belair-Edison,"(39.3179300000, -76.5778700000)"
10/22/15,17:00:00,4E,200 E PRATT ST,COMMON ASSAULT,HANDS,Inner Harbor,"(39.2865900000, -76.6120400000)"
10/22/15,17:00:00,6F,0 W NORTH AVE,LARCENY,,Charles North,"(39.3111900000, -76.6170400000)"
10/22/15,17:00:00,6E,800 HERNDON CT,LARCENY,,Brooklyn,"(39.2304700000, -76.6013100000)"
10/22/15,17:00:00,6B,1400 E BALTIMORE ST,LARCENY,,Washington Hill,"(39.2914100000, -76.5985800000)"
10/22/15,17:00:00,6E,1100 GITTINGS AVE,LARCENY,,Glen Oaks,"(39.3707600000, -76.5959200000)"
10/22/15,17:00:00,6D,4000 CEDARDALE RD,LARCENY FROM AUTO,,East Arlington,"(39.3334200000, -76.6695100000)"
10/22/15,17:15:00,6D,2900 FAIT AVE,LARCENY FROM AUTO,,Canton,"(39.2832600000, -76.5755600000)"
10/22/15,17:50:00,4B,4700 PENNINGTON AVE,AGG. ASSAULT,KNIFE,Curtis Bay,"(39.2236800000, -76.5883600000)"
10/22/15,18:00:00,5A,1100 W LAFAYETTE AVE,BURGLARY,,Sandtown-Winchester,"(39.2991700000, -76.6362900000)"
10/22/15,18:08:00,3CF,5400 HARFORD RD,ROBBERY - COMMERCIAL,FIREARM,Waltherson,"(39.3510700000, -76.5624700000)"
10/22/15,18:22:00,4A,800 LINDEN AVE,AGG. ASSAULT,FIREARM,Mount Vernon,"(39.2993000000, -76.6207500000)"
10/22/15,18:22:00,4A,800 LINDEN AVE,AGG. ASSAULT,FIREARM,Mount Vernon,"(39.2993000000, -76.6207500000)"
10/22/15,18:30:00,4C,0 S MORLEY ST,AGG. ASSAULT,OTHER,Saint Josephs,"(39.2860700000, -76.6746900000)"
10/22/15,18:30:00,7A,5800 PARK HEIGHTS AVE,AUTO THEFT,,Glen,"(39.3549000000, -76.6873000000)"
10/22/15,18:30:00,3JO,4100 GARRISON BLVD,ROBBERY - RESIDENCE,OTHER,Dorchester,"(39.3351900000, -76.6843700000)"
10/22/15,18:30:00,7A,5900 GLENFALLS AVE,AUTO THEFT,,Glenham-Belhar,"(39.3462500000, -76.5423300000)"
10/22/15,18:39:00,4E,700 DRUID PARK LAKE DR,COMMON ASSAULT,HANDS,Reservoir Hill,"(39.3166500000, -76.6316200000)"
10/22/15,18:55:00,4C,2200 GUILFORD AVE,AGG. ASSAULT,OTHER,Barclay,"(39.3147400000, -76.6126900000)"
10/22/15,1813,9S,3900 FAIRFAX RD,SHOOTING,FIREARM,Concerned Citizens Of Forest Park,"(39.3220000000, -76.6831400000)"
10/22/15,1822,9S,2000 MC KEAN AV,SHOOTING,FIREARM,Mondawmin,"(39.3116800000, -76.6475000000)"
10/22/15,1822,1F,2000 MC KEAN AV,HOMICIDE,FIREARM,Mondawmin,"(39.3116800000, -76.6475000000)"
10/22/15,19:00:00,6E,6200 MCCLEAN BLVD,LARCENY,,Hamilton Hills,"(39.3608900000, -76.5689000000)"
10/22/15,19:00:00,6E,700 N CALHOUN ST,LARCENY,,Harlem Park,"(39.2972200000, -76.6399900000)"
10/22/15,19:00:00,6J,2800 MAYFIELD AVE,LARCENY,,Belair-Edison,"(39.3227500000, -76.5735500000)"
10/22/15,19:00:00,5D,2100 FREDERICK AVE,BURGLARY,,Shipley Hill,"(39.2854900000, -76.6508600000)"
10/22/15,19:05:00,3B,0 LIGHT ST,ROBBERY - STREET,,Downtown,"(39.2887200000, -76.6136700000)"
10/22/15,19:30:00,6J,500 CHATEAU AVE,LARCENY,,Winston-Govans,"(39.3508300000, -76.6089900000)"
10/22/15,19:30:00,4E,300 OLDHAM ST,COMMON ASSAULT,HANDS,Greektown,"(39.2886900000, -76.5559400000)"
10/22/15,20:00:00,5A,2300 KOKO LN,BURGLARY,,Panway/Braddish Avenue,"(39.3135000000, -76.6633600000)"
10/22/15,20:00:00,6D,800 S CLINTON ST,LARCENY FROM AUTO,,Canton,"(39.2827900000, -76.5697600000)"
10/22/15,20:10:00,6D,6600 BUSHEY ST,LARCENY FROM AUTO,,Graceland Park,"(39.2833300000, -76.5347000000)"
10/22/15,20:15:00,6D,3000 E BALTIMORE ST,LARCENY FROM AUTO,,Patterson Park Neighborhood,"(39.2923100000, -76.5746600000)"
10/22/15,20:15:00,4E,2400 W FRANKLIN ST,COMMON ASSAULT,HANDS,Penrose/Fayette Street Outreach,"(39.2933400000, -76.6555000000)"
10/22/15,20:15:00,7A,2400 W FRANKLIN ST,AUTO THEFT,,Penrose/Fayette Street Outreach,"(39.2933400000, -76.6555000000)"
10/22/15,20:30:00,5A,4900 HARFORD RD,BURGLARY,,Lauraville,"(39.3460400000, -76.5667900000)"
10/22/15,20:30:00,6E,4000 DUVALL AVE,LARCENY,,Windsor Hills,"(39.3188200000, -76.6860100000)"
10/22/15,20:30:00,6D,200 S LINWOOD AVE,LARCENY FROM AUTO,,Patterson Park,"(39.2893900000, -76.5760400000)"
10/22/15,20:42:00,7A,2600 W LEXINGTON ST,AUTO THEFT,,Shipley Hill,"(39.2895800000, -76.6585300000)"
10/22/15,21:00:00,6D,1400 CARROLL ST,LARCENY FROM AUTO,,Washington Village/Pigtown,"(39.2783500000, -76.6362100000)"
10/22/15,21:00:00,7A,1900 BELAIR RD,AUTO THEFT,,South Clifton Park,"(39.3127000000, -76.5839700000)"
10/22/15,21:22:00,6C,0 LIGHT ST,LARCENY,,Downtown,"(39.2884300000, -76.6137200000)"
10/22/15,21:30:00,6D,3400 DOLFIELD AVE,LARCENY FROM AUTO,,Ashburton,"(39.3333600000, -76.6731000000)"
10/22/15,21:30:00,6E,2700 MARBOURNE AVE,LARCENY,,Lakeland,"(39.2525400000, -76.6438800000)"
10/22/15,21:30:00,6D,3400 DOLFIELD AVE,LARCENY FROM AUTO,,Ashburton,"(39.3333600000, -76.6731000000)"
10/22/15,21:40:00,3AF,100 N CAROLINE ST,ROBBERY - STREET,FIREARM,Dunbar-Broadway,"(39.2932600000, -76.5973100000)"
10/22/15,21:48:00,4E,2500 SEAMON AVE,COMMON ASSAULT,HANDS,Cherry Hill,"(39.2534500000, -76.6219200000)"
10/22/15,22:00:00,7A,2900 BARCLAY ST,AUTO THEFT,,Abell,"(39.3236100000, -76.6111500000)"
10/22/15,22:00:00,4A,1200 BAYARD ST,AGG. ASSAULT,FIREARM,Washington Village/Pigtown,"(39.2793100000, -76.6364300000)"
10/22/15,22:00:00,7A,1400 MONTPELIER ST,AUTO THEFT,,Coldstream Homestead Montebello,"(39.3219900000, -76.5986600000)"
10/22/15,22:05:00,3AF,800 PARK AVE,ROBBERY - STREET,FIREARM,Mount Vernon,"(39.2987500000, -76.6184900000)"
10/22/15,22:05:00,6D,200 W MADISON ST,LARCENY FROM AUTO,,Mount Vernon,"(39.2984700000, -76.6193700000)"
10/22/15,22:40:00,4E,5700 CEDONIA AVE,COMMON ASSAULT,HANDS,Frankford,"(39.3374600000, -76.5328600000)"
10/22/15,22:50:00,4B,800 W MULBERRY ST,AGG. ASSAULT,KNIFE,Harlem Park,"(39.2934800000, -76.6315100000)"
10/22/15,2201,9S,1200 BAYARD ST,SHOOTING,FIREARM,Washington Village/Pigtown,"(39.2793100000, -76.6364300000)"
10/22/15,13:00:00,5A,100 N CURLEY ST,BURGLARY,,Patterson Park Neighborhood,"(39.2944500000, -76.5756000000)"
10/22/15,2217,9S,0 S GREENE ST,SHOOTING,FIREARM,University Of Maryland,"(39.2882900000, -76.6236700000)"
10/22/15,23:00:00,5A,800 S CURLEY ST,BURGLARY,,Canton,"(39.2827400000, -76.5749100000)"
10/22/15,23:00:00,5D,5500 HARFORD RD,BURGLARY,,Glenham-Belhar,"(39.3524600000, -76.5612900000)"
10/22/15,23:00:00,5A,400 N GLOVER ST,BURGLARY,,McElderry Park,"(39.2961600000, -76.5800300000)"
10/22/15,23:00:00,6E,700 N LONGWOOD ST,LARCENY,,Franklintown Road,"(39.2954900000, -76.6668000000)"
10/22/15,23:30:00,5D,5400 HARFORD RD,BURGLARY,,Hamilton Hills,"(39.3518400000, -76.5619100000)"
10/22/15,23:30:00,6D,3100 RAVENWOOD AVE,LARCENY FROM AUTO,,Four By Four,"(39.3152700000, -76.5797100000)"
10/22/15,23:30:00,7A,200 E 33RD ST,AUTO THEFT,,Charles Village,"(39.3283100000, -76.6147000000)"
10/22/15,23:40:00,4C,1500 MCKEAN AVE,AGG. ASSAULT,OTHER,Sandtown-Winchester,"(39.3060900000, -76.6471400000)"
10/21/15,14:15:00,4D,100 KANE ST,AGG. ASSAULT,HANDS,Hopkins Bayview,"(39.2950300000, -76.5334500000)"
10/21/15,14:20:00,7A,2700 SAINT LO DR,AUTO THEFT,,Darley Park,"(39.3155700000, -76.5904500000)"
10/21/15,14:30:00,4C,100 KANE ST,AGG. ASSAULT,OTHER,Hopkins Bayview,"(39.2950300000, -76.5334500000)"
10/21/15,14:34:00,4E,2600 WILKENS AVE,COMMON ASSAULT,HANDS,Millhill,"(39.2781400000, -76.6581700000)"
10/21/15,14:37:00,4A,400 S VINCENT ST,AGG. ASSAULT,FIREARM,New Southwest/Mount Clare,"(39.2826600000, -76.6427200000)"
10/21/15,14:37:00,4A,400 S VINCENT ST,AGG. ASSAULT,FIREARM,New Southwest/Mount Clare,"(39.2826600000, -76.6427200000)"
10/21/15,20:00:00,6D,1500 DRUID HILL AVE,LARCENY FROM AUTO,,Upton,"(39.3037300000, -76.6306500000)"
10/21/15,22:00:00,6D,800 S DEAN ST,LARCENY FROM AUTO,,Brewers Hill,"(39.2832100000, -76.5660300000)"
10/21/15,22:00:00,4D,2000 E NORTH AVE,AGG. ASSAULT,HANDS,South Clifton Park,"(39.3123700000, -76.5902900000)"
10/21/15,22:00:00,7A,800 MONTPELIER ST,AUTO THEFT,,Better Waverly,"(39.3254100000, -76.6059600000)"
10/21/15,22:04:00,6C,1000 PARK AVE,LARCENY,,Mid-Town Belvedere,"(39.3033900000, -76.6189200000)"
10/21/15,22:06:00,3AO,3800 FLEET ST,ROBBERY - STREET,OTHER,Brewers Hill,"(39.2857200000, -76.5647700000)"
10/21/15,22:10:00,4B,800 BONAPARTE AVE,AGG. ASSAULT,KNIFE,East Baltimore Midway,"(39.3170600000, -76.6028400000)"
10/21/15,22:15:00,6J,100 S GAY ST,LARCENY,,Inner Harbor,"(39.2876000000, -76.6087700000)"
10/21/15,22:20:00,7A,1200 N DUKELAND ST,AUTO THEFT,,Winchester,"(39.3022800000, -76.6635700000)"
10/21/15,22:27:00,5B,900 RAMSAY ST,BURGLARY,,Washington Village/Pigtown,"(39.2836200000, -76.6322800000)"
10/21/15,22:30:00,5A,2200 ARDEN RD,BURGLARY,,Mount Washington,"(39.3643800000, -76.6665400000)"
10/21/15,23:00:00,7A,800 BETHUNE RD,AUTO THEFT,,Cherry Hill,"(39.2456700000, -76.6228600000)"
10/21/15,23:00:00,4C,800 N WOLFE ST,AGG. ASSAULT,OTHER,Middle East,"(39.3002700000, -76.5909700000)"
10/21/15,23:00:00,7A,100 N SCHROEDER ST,AUTO THEFT,,Poppleton,"(39.2905000000, -76.6339100000)"
10/21/15,23:59:00,6D,3600 HUDSON ST,LARCENY FROM AUTO,,Brewers Hill,"(39.2826000000, -76.5663600000)"
10/21/15,20:12:00,4B,2700 CLAFLIN CT,AGG. ASSAULT,KNIFE,Cherry Hill,"(39.2469600000, -76.6289900000)"
10/21/15,20:15:00,6J,200 N HILTON ST,LARCENY,,Saint Josephs,"(39.2888400000, -76.6724900000)"
10/21/15,20:20:00,4E,4400 FRANCONIA DR,COMMON ASSAULT,HANDS,Frankford,"(39.3270200000, -76.5592400000)"
10/21/15,20:30:00,6D,4700 WAKEFIELD RD,LARCENY FROM AUTO,,West Forest Park,"(39.3186300000, -76.6952300000)"
10/21/15,20:30:00,6D,HIGH ST & TRINITY ST,LARCENY FROM AUTO,,Little Italy,"(39.2856800000, -76.6014300000)"
10/21/15,20:30:00,6E,WASHINGTON ST & ORLEANS ST,LARCENY,,CARE,"(39.2953400000, -76.5893900000)"
10/21/15,20:30:00,6D,4300 SPRINGDALE AVE,LARCENY FROM AUTO,,Central Forest Park,"(39.3273300000, -76.6911400000)"
10/21/15,20:45:00,7A,4000 OLD YORK RD,AUTO THEFT,,Pen Lucy,"(39.3381200000, -76.6076100000)"
10/21/15,21:00:00,6D,900 CHAUNCEY AVE,LARCENY FROM AUTO,,Reservoir Hill,"(39.3149400000, -76.6368800000)"
10/21/15,21:00:00,6G,2500 N HOWARD ST,LARCENY,,Charles Village,"(39.3185300000, -76.6197300000)"
10/21/15,21:00:00,6D,0 S DECKER AVE,LARCENY FROM AUTO,,Patterson Park Neighborhood,"(39.2916500000, -76.5739600000)"
10/21/15,21:00:00,6J,2100 VINE ST,LARCENY,,Penrose/Fayette Street Outreach,"(39.2899300000, -76.6505700000)"
10/21/15,21:00:00,6G,1700 JEFFERSON ST,LARCENY,,Dunbar-Broadway,"(39.2962600000, -76.5936100000)"
10/21/15,21:05:00,3B,0 S CHARLES ST,ROBBERY - STREET,,Downtown,"(39.2894500000, -76.6151800000)"
10/21/15,21:15:00,3B,200 BOLTON PL,ROBBERY - STREET,,Bolton Hill,"(39.3054700000, -76.6224700000)"
10/21/15,21:15:00,4C,600 N KENWOOD AVE,AGG. ASSAULT,OTHER,McElderry Park,"(39.2984700000, -76.5779900000)"
10/21/15,21:30:00,3AF,5000 GOODNOW RD,ROBBERY - STREET,FIREARM,Frankford,"(39.3264400000, -76.5447100000)"
10/21/15,22:00:00,6D,1400 WARD ST,LARCENY FROM AUTO,,Washington Village/Pigtown,"(39.2788700000, -76.6365600000)"
10/21/15,17:27:00,6D,6600 FAIRDEL AVE,LARCENY FROM AUTO,,Rosemont East,"(39.3572400000, -76.5398800000)"
10/21/15,17:30:00,6D,2000 RAMBLEWOOD RD,LARCENY FROM AUTO,,Loch Raven,"(39.3579900000, -76.5771300000)"
10/21/15,18:00:00,5A,1100 GORSUCH AVE,BURGLARY,,Better Waverly,"(39.3253400000, -76.6017600000)"
10/21/15,18:00:00,5D,3000 DRUID PARK DR,BURGLARY,,Park Circle,"(39.3224100000, -76.6635800000)"
10/21/15,18:00:00,6D,3600 FALLS RD,LARCENY FROM AUTO,,Hampden,"(39.3312300000, -76.6350500000)"
10/21/15,18:20:00,5A,5500 BELLEVILLE AVE,BURGLARY,,Howard Park,"(39.3334600000, -76.7062800000)"
10/21/15,0:00:00,7A,5400 BELAIR RD,AUTO THEFT,,Frankford,"(39.3382000000, -76.5514700000)"
10/21/15,0:00:00,7A,5400 BELAIR RD,AUTO THEFT,,Frankford,"(39.3382000000, -76.5514700000)"
10/21/15,0:00:00,5A,5500 SEFTON AVE,BURGLARY,,Glenham-Belhar,"(39.3490800000, -76.5575700000)"
10/21/15,0:01:00,6G,200 N FRANKLINTOWN RD,LARCENY,,Penrose/Fayette Street Outreach,"(39.2901200000, -76.6604400000)"
10/21/15,0:30:00,5E,4200 GREENSPRING AVE,BURGLARY,,Greenspring,"(39.3403200000, -76.6581400000)"
10/21/15,1:01:00,4E,200 N BENTALOU ST,COMMON ASSAULT,HANDS,Penrose/Fayette Street Outreach,"(39.2911600000, -76.6530700000)"
10/21/15,1:45:00,4E,1500 RUSSELL ST,COMMON ASSAULT,HANDS,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)"
10/21/15,1:45:00,4E,1500 RUSSELL ST,COMMON ASSAULT,HANDS,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)"
10/21/15,1:58:00,6C,6700 BRENTWOOD AVE,LARCENY,,Graceland Park,"(39.2727300000, -76.5305500000)"
10/21/15,2:20:00,3AF,1400 W 36TH ST,ROBBERY - STREET,FIREARM,Hampden,"(39.3301800000, -76.6386700000)"
10/21/15,3:06:00,3AF,2900 GUILFORD AVE,ROBBERY - STREET,FIREARM,Charles Village,"(39.3235500000, -76.6132600000)"
10/21/15,3:14:00,6G,100 E MELROSE AVE,LARCENY,,Homeland,"(39.3664700000, -76.6196000000)"
10/21/15,3:35:00,3AF,1400 E BELVEDERE AVE,ROBBERY - STREET,FIREARM,Ramblewood,"(39.3604500000, -76.5904400000)"
10/21/15,4:58:00,7A,2700 WOODVIEW RD,AUTO THEFT,,Cherry Hill,"(39.2487900000, -76.6268300000)"
10/21/15,5:00:00,6F,1500 N CHARLES ST,LARCENY,,Charles North,"(39.3072500000, -76.6163600000)"
10/21/15,5:45:00,6C,1500 RUSSELL ST,LARCENY,,Carroll - Camden Industrial Area,"(39.2741500000, -76.6279100000)"
10/21/15,5:55:00,7A,3600 SEVEN MILE LN,AUTO THEFT,,Fallstaff,"(39.3680000000, -76.7070400000)"
10/21/15,5:56:00,4E,1000 S CENTRAL AVE,COMMON ASSAULT,HANDS,Johnston Square,"(39.3021000000, -76.6003800000)"
10/21/15,6:12:00,6J,200 N GLOVER ST,LARCENY,,McElderry Park,"(39.2949500000, -76.5799700000)"
10/21/15,6:30:00,6D,300 S EDEN ST,LARCENY FROM AUTO,,Little Italy,"(39.2872500000, -76.5984600000)"
10/21/15,6:30:00,6D,300 S EDEN ST,LARCENY FROM AUTO,,Little Italy,"(39.2872500000, -76.5984600000)"
10/21/15,6:43:00,7A,1300 N BENTALOU ST,AUTO THEFT,,Bridgeview/Greenlawn,"(39.3032900000, -76.6537600000)"
10/21/15,7:00:00,6E,3500 CLARKS LN,LARCENY,,Cross Country,"(39.3633600000, -76.6985800000)"
10/21/15,7:00:00,6F,3500 FOSTER AVE,LARCENY,,Canton,"(39.2845200000, -76.5678500000)"
10/21/15,7:00:00,5C,2200 E FAYETTE ST,BURGLARY,,CARE,"(39.2942700000, -76.5860800000)"
10/21/15,7:30:00,5A,6800 FAIT AVE,BURGLARY,,Graceland Park,"(39.2847600000, -76.5320000000)"
10/21/15,7:30:00,6E,3000 FALLSTAFF MANOR CT,LARCENY,,Cross Country,"(39.3715500000, -76.6942400000)"
10/21/15,7:45:00,7A,5500 WESLEY AVE,AUTO THEFT,,Howard Park,"(39.3327600000, -76.7078600000)"
10/21/15,8:00:00,6E,2900 HAMILTON AVE,LARCENY,,Hamilton Hills,"(39.3529000000, -76.5622800000)"
10/21/15,8:00:00,5A,2100 PENTLAND DR,BURGLARY,,Hamilton Hills,"(39.3692500000, -76.5707700000)"
10/21/15,8:06:00,5F,5500 YORK RD,BURGLARY,,Mid-Govans,"(39.3569300000, -76.6098700000)"
10/21/15,8:30:00,4E,1000 W SARATOGA ST,COMMON ASSAULT,HANDS,Poppleton,"(39.2924300000, -76.6342200000)"
10/21/15,8:30:00,4E,700 NOTTINGHAM RD,COMMON ASSAULT,HANDS,Hunting Ridge,"(39.2945300000, -76.7025600000)"
10/21/15,8:35:00,6D,1000 KENWOOD AVE,LARCENY FROM AUTO,,Madison-Eastend,"(39.3020900000, -76.5782900000)"
10/21/15,9:00:00,5A,5100 CRAIG AVE,BURGLARY,,Winston-Govans,"(39.3504400000, -76.6067000000)"
10/21/15,9:00:00,5A,1100 ROLAND HEIGHTS AVE,BURGLARY,,Hoes Heights,"(39.3413400000, -76.6384300000)"
