CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Neighborhood,Location 1
11/26/15,20:40:00,6D,3900 E LOMBARD ST,LARCENY FROM AUTO,,Baltimore Highlands,"(39.2914900000, -76.5642800000)"
11/26/15,20:57:00,4E,1400 N COLLINGTON AVE,COMMON ASSAULT,HANDS,Broadway East,"(39.3073400000, -76.5872300000)"
11/26/15,20:58:00,5D,1700 RIDGELY ST,BURGLARY,,Carroll - Camden Industrial Area,"(39.2730400000, -76.6310900000)"
11/26/15,21:00:00,4E,900 SEAGULL AVE,COMMON ASSAULT,HANDS,Cherry Hill,"(39.2440100000, -76.6220000000)"
11/26/15,21:00:00,7A,700 COLORADO AVE,AUTO THEFT,,Wyndhurst,"(39.3556900000, -76.6327600000)"
11/26/15,21:00:00,6D,900 OLDHAM ST,LARCENY FROM AUTO,,Greektown,"(39.2824800000, -76.5554600000)"
11/26/15,21:00:00,7A,700 W HAMBURG ST,AUTO THEFT,,Washington Village/Pigtown,"(39.2807200000, -76.6270700000)"
11/26/15,21:25:00,4E,3700 GREENMOUNT AVE,COMMON ASSAULT,HANDS,Waverly,"(39.3342600000, -76.6094500000)"
11/26/15,21:30:00,7A,1600 DARLEY AV,AUTO THEFT,,Darley Park,"(39.3147100000, -76.5950200000)"
11/26/15,11:30:00,6D,100 ALBEMARLE ST,LARCENY FROM AUTO,,Jonestown,"(39.2879100000, -76.6033800000)"
11/26/15,11:30:00,5D,100 SAINT ALBANS WAY,BURGLARY,,Homeland,"(39.3542900000, -76.6224700000)"
11/26/15,11:34:00,4E,6000 ARIZONA AVE,COMMON ASSAULT,HANDS,Cedonia,"(39.3355600000, -76.5314300000)"
11/26/15,11:40:00,4E,1600 N HILTON ST,COMMON ASSAULT,HANDS,Rosemont,"(39.3061200000, -76.6721700000)"
11/26/15,12:00:00,7A,1600 FOREST HILL AVE,AUTO THEFT,,Morrell Park,"(39.2636200000, -76.6605900000)"
11/26/15,12:00:00,7A,2500 W LANVALE ST,AUTO THEFT,,Evergreen Lawn,"(39.2968800000, -76.6570300000)"
11/26/15,12:00:00,6D,1900 MADISON AVE,LARCENY FROM AUTO,,Madison Park,"(39.3081100000, -76.6332000000)"
11/26/15,12:00:00,6D,1900 MADISON AVE,LARCENY FROM AUTO,,Madison Park,"(39.3081100000, -76.6332000000)"
11/26/15,12:39:00,7A,900 EDMONDSON AVE,AUTO THEFT,,Harlem Park,"(39.2956800000, -76.6326800000)"
11/26/15,13:00:00,6D,3800 FALLS RD,LARCENY FROM AUTO,,Hampden,"(39.3345100000, -76.6360500000)"
11/26/15,13:00:00,6D,600 S SHARP ST,LARCENY FROM AUTO,,Otterbein,"(39.2819600000, -76.6175500000)"
11/26/15,13:00:00,6G,5000 ROSS RD,LARCENY,,Waltherson,"(39.3451300000, -76.5627800000)"
11/26/15,13:00:00,4D,0 N ELLAMONT ST,AGG. ASSAULT,HANDS,Carroll-South Hilton,"(39.2862800000, -76.6704200000)"
11/26/15,13:00:00,6D,600 S SHARP ST,LARCENY FROM AUTO,,Otterbein,"(39.2819600000, -76.6175500000)"
11/26/15,13:25:00,6C,600 E 33RD ST,LARCENY,,Better Waverly,"(39.3282900000, -76.6081300000)"
11/26/15,13:30:00,6D,3200 FOSTER AVE,LARCENY FROM AUTO,,Canton,"(39.2844900000, -76.5701500000)"
11/26/15,13:30:00,6D,600 LIGHT ST,LARCENY FROM AUTO,,Otterbein,"(39.2820100000, -76.6131300000)"
11/26/15,13:33:00,4E,1500 ARGYLE AVE,COMMON ASSAULT,HANDS,Upton,"(39.3019600000, -76.6344300000)"
11/26/15,13:40:00,6C,4600 LIBERTY HEIGHTS AVE,LARCENY,,Howard Park,"(39.3309600000, -76.6944700000)"
11/26/15,13:50:00,7A,2100 W LAFAYETTE AVE,AUTO THEFT,,Midtown-Edmondson,"(39.2985900000, -76.6511100000)"
11/26/15,14:47:00,4C,1100 NEW HOPE CIR,AGG. ASSAULT,OTHER,Pleasant View Gardens,"(39.2936300000, -76.6024400000)"
11/26/15,14:52:00,4A,2700 ROUND RD,AGG. ASSAULT,FIREARM,Cherry Hill,"(39.2482700000, -76.6284200000)"
11/26/15,14:55:00,6G,1500 N FULTON AVE,LARCENY,,Sandtown-Winchester,"(39.3057800000, -76.6462900000)"
11/26/15,1430,9S,2800 ROUND RD,SHOOTING,FIREARM,Cherry Hill,"(39.2471800000, -76.6280700000)"
11/26/15,15:00:00,5A,1200 N CURLEY ST,BURGLARY,,Berea,"(39.3053700000, -76.5763000000)"
11/26/15,15:00:00,6D,3700 ELMORA AVE,LARCENY FROM AUTO,,Belair-Edison,"(39.3161200000, -76.5665400000)"
11/26/15,15:00:00,6D,800 PARK AVE,LARCENY FROM AUTO,,Mount Vernon,"(39.2992900000, -76.6185300000)"
11/26/15,16:00:00,5D,5700 WABASH AVE,BURGLARY,,Seton Business Park,"(39.3475300000, -76.6991300000)"
11/26/15,16:00:00,5F,800 OLDHAM ST,BURGLARY,,Greektown,"(39.2836400000, -76.5556100000)"
11/26/15,16:00:00,6C,5700 BELAIR RD,LARCENY,,Frankford,"(39.3425100000, -76.5453000000)"
11/26/15,16:15:00,4E,2500 W BELVEDERE AVE,COMMON ASSAULT,HANDS,Levindale,"(39.3528700000, -76.6668400000)"
11/26/15,19:00:00,7A,5300 CARRIAGE CT,AUTO THEFT,,Westgate,"(39.2827200000, -76.7070400000)"
11/26/15,19:00:00,6D,1300 CROFTON RD,LARCENY FROM AUTO,,New Northwood,"(39.3471200000, -76.5936700000)"
11/26/15,21:30:00,6D,1000 ARGYLE AVE,LARCENY FROM AUTO,,Heritage Crossing,"(39.2971800000, -76.6286200000)"
11/26/15,22:00:00,5A,3000 MAYFIELD AVE,BURGLARY,,Belair-Edison,"(39.3214700000, -76.5714800000)"
11/26/15,22:00:00,6E,2000 N BENTALOU ST,LARCENY,,Mondawmin,"(39.3114800000, -76.6542500000)"
11/26/15,22:00:00,3B,3700 FALLS RD,ROBBERY - STREET,,Hampden,"(39.3327100000, -76.6355000000)"
11/26/15,22:17:00,4B,,AGG. ASSAULT,KNIFE,,
11/26/15,22:19:00,3B,1300 RUSSELL ST,ROBBERY - STREET,,Carroll - Camden Industrial Area,"(39.2765600000, -76.6254400000)"
11/26/15,23:00:00,7A,100 N PATTERSON PARK AVE,AUTO THEFT,,Butcher's Hill,"(39.2930900000, -76.5848100000)"
11/26/15,23:10:00,3AF,600 E 38TH ST,ROBBERY - STREET,FIREARM,Waverly,"(39.3355700000, -76.6073100000)"
11/26/15,23:44:00,6J,5200 REISTERSTOWN RD,LARCENY,,Woodmere,"(39.3430100000, -76.6836900000)"
11/25/15,10:17:00,4B,600 N CAROLINE ST,AGG. ASSAULT,KNIFE,Dunbar-Broadway,"(39.2973200000, -76.5975000000)"
11/25/15,10:30:00,4E,ST & GOLD ST,COMMON ASSAULT,HANDS,Druid Heights,"(39.3096200000, -76.6365600000)"
11/25/15,10:45:00,5A,3600 ERDMAN AVE,BURGLARY,,Belair-Edison,"(39.3175000000, -76.5697300000)"
11/25/15,10:45:00,6C,2000 MONDAWMIN MALL,LARCENY,,Hanlon-Longwood,"(39.3235100000, -76.6697100000)"
11/25/15,11:00:00,3AF,3900 CLAREMONT ST,ROBBERY - STREET,FIREARM,Highlandtown,"(39.2896000000, -76.5641800000)"
11/25/15,11:15:00,6A,2200 MC ELDERRY ST,LARCENY,,CARE,"(39.2975900000, -76.5864600000)"
11/25/15,11:25:00,6G,1300 LANCASTER ST,LARCENY,,Fells Point,"(39.2824200000, -76.5969600000)"
11/25/15,0:00:00,6J,300 E UNIVERSITY PKWY,LARCENY,,Oakenshawe,"(39.3297100000, -76.6132400000)"
11/25/15,0:52:00,7A,6100 FRANKFORD AVE,AUTO THEFT,,Frankford,"(39.3189200000, -76.5401100000)"
11/25/15,1:00:00,4F,4100 HYDEN CT,ASSAULT BY THREAT,,Brooklyn,"(39.2289600000, -76.5975500000)"
11/25/15,1:00:00,7A,1200 COCHRAN AVE,AUTO THEFT,,Woodbourne Heights,"(39.3564400000, -76.5949800000)"
11/25/15,1:01:00,6G,6600 BELAIR RD,LARCENY,,Cedmont,"(39.3548400000, -76.5305500000)"
11/25/15,1:05:00,6E,4300 MIAMI PL,LARCENY,,Forest Park Golf Course,"(39.3238700000, -76.6930900000)"
11/25/15,1:31:00,5D,1600 N BENTALOU ST,BURGLARY,,Coppin Heights/Ash-Co-East,"(39.3070600000, -76.6539200000)"
11/25/15,1:33:00,5E,3000 BAKER ST,BURGLARY,,Rosemont,"(39.3059000000, -76.6680900000)"
11/25/15,148,9S,4700 GREENSPRING AV,SHOOTING,FIREARM,Cylburn,"(39.3445900000, -76.6590800000)"
11/25/15,148,9S,4700 GREENSPRING AV,SHOOTING,FIREARM,Cylburn,"(39.3445900000, -76.6590800000)"
11/25/15,4:03:00,6D,3200 BURLEITH AVE,LARCENY FROM AUTO,,Burleith-Leighton,"(39.3183300000, -76.6605900000)"
11/25/15,5:00:00,7A,5600 LOTHIAN RD,AUTO THEFT,,Mid-Govans,"(39.3576400000, -76.6016000000)"
11/25/15,5:15:00,6J,2300 LAURETTA AVE,LARCENY,,Rosemont Homeowners/Tenants,"(39.2941100000, -76.6534900000)"
11/25/15,5:25:00,3AF,2600 MCELDERRY ST,ROBBERY - STREET,FIREARM,McElderry Park,"(39.2978200000, -76.5807500000)"
11/25/15,6:05:00,4C,500 N ELLWOOD AVE,AGG. ASSAULT,OTHER,Ellwood Park/Monument,"(39.2971900000, -76.5736400000)"
11/25/15,6:50:00,3P,2100 E NORTH AVE,ROBBERY - STREET,,South Clifton Park,"(39.3124700000, -76.5879600000)"
11/25/15,7:00:00,7A,3000 HARLEM AVE,AUTO THEFT,,Franklintown Road,"(39.2958500000, -76.6670600000)"
11/25/15,7:20:00,7A,2100 ASHBURTON ST,AUTO THEFT,,Panway/Braddish Avenue,"(39.3116100000, -76.6624200000)"
11/25/15,7:30:00,5A,300 DOLPHIN ST,BURGLARY,,Madison Park,"(39.3037500000, -76.6238700000)"
11/25/15,7:33:00,6J,400 S PAYSON ST,LARCENY,,Carrollton Ridge,"(39.2825800000, -76.6482500000)"
11/25/15,7:35:00,5A,4900 BOWLAND AVE,BURGLARY,,Frankford,"(39.3191600000, -76.5501400000)"
11/25/15,7:41:00,5D,100 S POTOMAC ST,BURGLARY,,Patterson Park Neighborhood,"(39.2910000000, -76.5746500000)"
11/25/15,7:50:00,6D,6900 PARK HEIGHTS AVE,LARCENY FROM AUTO,,Fallstaff,"(39.3649300000, -76.7030000000)"
11/25/15,8:00:00,5B,3800 DOLFIELD AVE,BURGLARY,,Dolfield,"(39.3390900000, -76.6801300000)"
11/25/15,8:00:00,5D,5800 YORK RD,BURGLARY,,Rosebank,"(39.3626800000, -76.6099900000)"
11/25/15,8:30:00,6D,1000 RENICK CT,LARCENY FROM AUTO,,Brooklyn,"(39.2280200000, -76.5982900000)"
11/25/15,8:34:00,7A,3900 WABASH AVE,AUTO THEFT,,East Arlington,"(39.3291700000, -76.6654700000)"
11/25/15,8:56:00,4A,2000 MARYLAND AVE,AGG. ASSAULT,FIREARM,Charles North,"(39.3124500000, -76.6179600000)"
11/25/15,9:00:00,6D,3100 FREDERICK AVE,LARCENY FROM AUTO,,Gwynns Falls,"(39.2804100000, -76.6690200000)"
11/25/15,9:15:00,5A,1500 COVINGTON ST,BURGLARY,,Riverside,"(39.2723400000, -76.6067000000)"
11/25/15,9:50:00,5B,,BURGLARY,,,
11/25/15,10:00:00,5C,800 N AUGUSTA AVE,BURGLARY,,Edmondson Village,"(39.2972400000, -76.6851200000)"
11/25/15,10:01:00,4D,2600 E PRESTON ST,AGG. ASSAULT,HANDS,Berea,"(39.3059200000, -76.5808400000)"
11/25/15,11:45:00,6G,2100 CALLOW AVE,LARCENY,,Reservoir Hill,"(39.3119200000, -76.6312600000)"
11/25/15,12:00:00,6D,1100 N CALVERT ST,LARCENY FROM AUTO,,Mid-Town Belvedere,"(39.3026500000, -76.6131900000)"
11/25/15,12:00:00,6G,0 S GILMOR ST,LARCENY,,Union Square,"(39.2871100000, -76.6423400000)"
11/25/15,12:00:00,5D,1700 EASTERN AVE,BURGLARY,,Upper Fells Point,"(39.2856600000, -76.5920500000)"
11/25/15,12:00:00,4C,800 REINHART ST,AGG. ASSAULT,OTHER,Washington Village/Pigtown,"(39.2824100000, -76.6307300000)"
11/25/15,12:00:00,3CK,2400 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,KNIFE,Mondawmin,"(39.3186800000, -76.6539900000)"
11/25/15,12:09:00,5A,1600 RALWORTH RD,BURGLARY,,Hillen,"(39.3392900000, -76.5901100000)"
11/25/15,12:52:00,7A,1100 N WASHINGTON ST,AUTO THEFT,,Middle East,"(39.3038400000, -76.5898800000)"
11/25/15,13:00:00,4E,1300 MCCULLOH ST,COMMON ASSAULT,HANDS,Upton,"(39.3026700000, -76.6279700000)"
11/25/15,13:00:00,4E,1300 MCCULLOH ST,COMMON ASSAULT,HANDS,Upton,"(39.3026700000, -76.6279700000)"
11/25/15,13:01:00,4C,3900 ERDMAN AVE,AGG. ASSAULT,OTHER,Belair-Edison,"(39.3147400000, -76.5685200000)"
11/25/15,13:20:00,6D,4300 SIDEHILL RD,LARCENY FROM AUTO,,Rognel Heights,"(39.2982900000, -76.6915000000)"
11/25/15,13:30:00,5A,2900 GIBBONS AVE,BURGLARY,,Hamilton Hills,"(39.3519000000, -76.5631500000)"
11/25/15,21:00:00,6D,6300 GREENSPRING AVE,LARCENY FROM AUTO,,Cheswolde,"(39.3691500000, -76.6809200000)"
11/25/15,21:00:00,3AF,2900 FOX ST,ROBBERY - STREET,FIREARM,Remington,"(39.3221100000, -76.6229700000)"
11/25/15,21:15:00,5A,1200 SAINT PAUL ST,BURGLARY,,Mid-Town Belvedere,"(39.3036700000, -76.6144900000)"
11/25/15,21:35:00,4E,3000 NORMOUNT CT,COMMON ASSAULT,HANDS,Rosemont,"(39.3026200000, -76.6681700000)"
11/25/15,22:10:00,6C,900 N CAROLINE ST,LARCENY,,Gay Street,"(39.3009700000, -76.5977400000)"
11/25/15,23:00:00,6E,5200 FERNPARK AVE,LARCENY,,Howard Park,"(39.3304700000, -76.7041600000)"
11/25/15,23:10:00,5C,3700 COTTAGE AVE,BURGLARY,,Park Circle,"(39.3317000000, -76.6587300000)"
11/25/15,23:15:00,4E,400 S BENTALOU ST,COMMON ASSAULT,HANDS,Millhill,"(39.2827700000, -76.6526000000)"
11/25/15,23:15:00,7A,1900 MCHENRY ST,AUTO THEFT,,Carrollton Ridge,"(39.2842700000, -76.6467500000)"
11/25/15,23:30:00,3AF,3900 BELVIEU AVE,ROBBERY - STREET,FIREARM,Dolfield,"(39.3397500000, -76.6830500000)"
11/25/15,13:30:00,4E,3200 SOUTHERN AVE,COMMON ASSAULT,HANDS,Waltherson,"(39.3429300000, -76.5644300000)"
11/25/15,15:00:00,5D,1400 GREENMOUNT AVE,BURGLARY,,Greenmount West,"(39.3060200000, -76.6085300000)"
11/25/15,15:10:00,3AF,400 E OLIVER ST,ROBBERY - STREET,FIREARM,Greenmount West,"(39.3069100000, -76.6095600000)"
11/25/15,15:12:00,6C,3500 BOSTON ST,LARCENY,,Canton Industrial Area,"(39.2770500000, -76.5669400000)"
11/25/15,15:15:00,4C,1300 N BENTALOU ST,AGG. ASSAULT,OTHER,Bridgeview/Greenlawn,"(39.3036200000, -76.6537800000)"
11/25/15,15:30:00,4E,2800 AILSA AVE,COMMON ASSAULT,HANDS,Lauraville,"(39.3488400000, -76.5694600000)"
11/25/15,15:37:00,6D,2400 FREDERICK AVE,LARCENY FROM AUTO,,Millhill,"(39.2840000000, -76.6549200000)"
11/25/15,15:40:00,5A,3600 S HANOVER ST,BURGLARY,,Brooklyn,"(39.2378100000, -76.6099400000)"
11/25/15,15:45:00,5A,4500 SIPPLE AVE,BURGLARY,,Frankford,"(39.3269200000, -76.5527600000)"
11/25/15,15:57:00,4E,400 S CONKLING ST,COMMON ASSAULT,HANDS,Highlandtown,"(39.2871900000, -76.5671500000)"
11/25/15,16:00:00,6D,800 MCCULLOH ST,LARCENY FROM AUTO,,Seton Hill,"(39.2987300000, -76.6230000000)"
11/25/15,16:00:00,4E,2300 ROBB ST,COMMON ASSAULT,HANDS,East Baltimore Midway,"(39.3162300000, -76.6004100000)"
11/25/15,16:00:00,6D,3500 NEWLAND RD,LARCENY FROM AUTO,,Guilford,"(39.3320200000, -76.6106000000)"
11/25/15,16:00:00,5D,1400 E PATAPSCO AVE,BURGLARY,,Fairfield Area,"(39.2321600000, -76.5891100000)"
11/25/15,16:00:00,6D,1200 JORDAN ST,LARCENY FROM AUTO,,Bolton Hill,"(39.3036000000, -76.6246800000)"
11/25/15,16:30:00,6G,5600 LOCH RAVEN BLVD,LARCENY,,Loch Raven,"(39.3595200000, -76.5885600000)"
11/25/15,16:35:00,4E,1100 MADISON AVE,COMMON ASSAULT,HANDS,Upton,"(39.3017400000, -76.6253600000)"
11/25/15,16:50:00,4F,4300 ADELLE TER,ASSAULT BY THREAT,,Irvington,"(39.2823900000, -76.6876700000)"
11/25/15,17:00:00,6G,1100 N EUTAW ST,LARCENY,,Madison Park,"(39.3025400000, -76.6243200000)"
11/25/15,17:00:00,6D,800 MCCULLOH ST,LARCENY FROM AUTO,,Seton Hill,"(39.2987300000, -76.6230000000)"
11/25/15,17:00:00,6J,200 S BROADWAY,LARCENY,,Fells Point,"(39.2884900000, -76.5936200000)"
11/25/15,17:00:00,6D,3000 WASHINGTON BLVD,LARCENY FROM AUTO,,Morrell Park,"(39.2597800000, -76.6602600000)"
11/25/15,17:00:00,4F,1000 FLEET ST,ASSAULT BY THREAT,,Inner Harbor,"(39.2842900000, -76.6001200000)"
11/25/15,17:30:00,5A,2500 EDGECOMBE CIR N,BURGLARY,,Parklane,"(39.3417700000, -76.6597400000)"
11/25/15,17:30:00,6J,3700 ELLERSLIE AVE,LARCENY,,Waverly,"(39.3344300000, -76.6047200000)"
11/25/15,17:44:00,4B,6700 HOLABIRD AVE,AGG. ASSAULT,KNIFE,Graceland Park,"(39.2725400000, -76.5308100000)"
11/25/15,17:50:00,4E,2500 CHRISTIAN ST,COMMON ASSAULT,HANDS,Millhill,"(39.2796500000, -76.6558600000)"
11/25/15,18:00:00,5A,100 E GITTINGS ST,BURGLARY,,Riverside,"(39.2743000000, -76.6113000000)"
11/25/15,18:20:00,4E,3700 S HANOVER ST,COMMON ASSAULT,HANDS,Brooklyn,"(39.2374400000, -76.6101300000)"
11/25/15,18:20:00,4E,3700 S HANOVER ST,COMMON ASSAULT,HANDS,Brooklyn,"(39.2374400000, -76.6101300000)"
11/25/15,18:30:00,6G,100 W FRANKLIN ST,LARCENY,,Mount Vernon,"(39.2950600000, -76.6173100000)"
11/25/15,18:30:00,5D,5800 BELAIR RD,BURGLARY,,Cedmont,"(39.3434600000, -76.5439300000)"
11/25/15,18:30:00,4E,700 W FAYETTE ST,COMMON ASSAULT,HANDS,Poppleton,"(39.2900600000, -76.6287100000)"
11/25/15,18:30:00,5A,700 N PULASKI ST,BURGLARY,,Midtown-Edmondson,"(39.2970000000, -76.6505200000)"
11/25/15,18:40:00,6C,4600 LIBERTY HEIGHTS AVE,LARCENY,,Howard Park,"(39.3309600000, -76.6944700000)"
11/25/15,18:40:00,3CF,1000 CATHEDRAL ST,ROBBERY - COMMERCIAL,FIREARM,Mid-Town Belvedere,"(39.3011300000, -76.6176100000)"
11/25/15,18:45:00,6D,0 E WHEELING ST,LARCENY FROM AUTO,,Federal Hill,"(39.2785200000, -76.6134400000)"
11/25/15,18:45:00,3AF,3500 POWHATAN AVE,ROBBERY - STREET,FIREARM,Forest Park,"(39.3214200000, -76.6768000000)"
11/25/15,18:50:00,3AK,4800 EASTERN AVE,ROBBERY - STREET,KNIFE,Pulaski Industrial Area,"(39.2870900000, -76.5556700000)"
11/25/15,18:50:00,4A,3600 NORMAN AVE,AGG. ASSAULT,FIREARM,Mayfield,"(39.3284900000, -76.5781400000)"
11/25/15,18:50:00,3AK,4800 EASTERN AVE,ROBBERY - STREET,KNIFE,Pulaski Industrial Area,"(39.2870900000, -76.5556700000)"
11/25/15,18:51:00,6D,1100 WILSO DR,LARCENY FROM AUTO,,Wilhelm Park,"(39.2719200000, -76.6657500000)"
11/25/15,18:59:00,4E,2600 GARRETT AVE,COMMON ASSAULT,HANDS,Coldstream Homestead Montebello,"(39.3200100000, -76.5975200000)"
11/25/15,19:00:00,6G,4900 EASTERN AV,LARCENY,,Greektown,"(39.2870600000, -76.5542200000)"
11/25/15,19:00:00,6D,5100 EDMONDSON AVE,LARCENY FROM AUTO,,Westgate,"(39.2909600000, -76.7055700000)"
11/25/15,19:00:00,6D,5100 EDMONDSON AVE,LARCENY FROM AUTO,,Westgate,"(39.2909600000, -76.7055700000)"
11/25/15,19:00:00,6D,5100 EDMONDSON AVE,LARCENY FROM AUTO,,Westgate,"(39.2909600000, -76.7055700000)"
11/25/15,20:00:00,6E,2800 PROSPECT ST,LARCENY,,Mosher,"(39.2987000000, -76.6635000000)"
11/25/15,20:05:00,3AJF,2600 GUILFORD AVE,ROBBERY - CARJACKING,FIREARM,Charles Village,"(39.3198900000, -76.6130200000)"
11/25/15,20:09:00,3AJF,6700 PULASKI HWY,ROBBERY - CARJACKING,FIREARM,Pulaski Industrial Area,"(39.3057700000, -76.5368300000)"
11/25/15,20:10:00,7A,300 E LORRAINE AVE,AUTO THEFT,,Harwood,"(39.3202200000, -76.6122500000)"
11/25/15,20:15:00,3AF,200 E 23RD ST,ROBBERY - STREET,FIREARM,Barclay,"(39.3153800000, -76.6133400000)"
11/25/15,20:15:00,3AF,200 E 23RD ST,ROBBERY - STREET,FIREARM,Barclay,"(39.3153800000, -76.6133400000)"
11/25/15,20:35:00,3AF,1000 N BROADWAY,ROBBERY - STREET,FIREARM,Gay Street,"(39.3020700000, -76.5946700000)"
11/25/15,20:35:00,3AF,1000 N BROADWAY,ROBBERY - STREET,FIREARM,Gay Street,"(39.3020700000, -76.5946700000)"
11/25/15,20:43:00,4C,700 APPLETON ST,AGG. ASSAULT,OTHER,Midtown-Edmondson,"(39.2969100000, -76.6482500000)"
11/25/15,20:43:00,4E,700 APPLETON ST,COMMON ASSAULT,HANDS,Midtown-Edmondson,"(39.2969100000, -76.6482500000)"
11/25/15,20:44:00,4E,2700 ROSLYN AVE,COMMON ASSAULT,HANDS,Garwyn Oaks,"(39.3183700000, -76.6780600000)"
11/24/15,16:00:00,6B,2900 PULASKI HWY,LARCENY,,Ellwood Park/Monument,"(39.2952100000, -76.5752300000)"
11/24/15,16:00:00,6D,4400 BUCHANAN AVE,LARCENY FROM AUTO,,Medfield,"(39.3418800000, -76.6424200000)"
11/24/15,16:00:00,6J,2700 BOOKERT DR,LARCENY,,Cherry Hill,"(39.2478300000, -76.6272200000)"
11/24/15,16:00:00,4F,800 N FREMONT AVE,ASSAULT BY THREAT,,Upton,"(39.2985800000, -76.6341500000)"
11/24/15,16:00:00,7A,1300 ALICEANNA ST,AUTO THEFT,,Inner Harbor,"(39.2833300000, -76.5984900000)"
11/24/15,16:00:00,4E,3700 GOUGH ST,COMMON ASSAULT,HANDS,Highlandtown,"(39.2886800000, -76.5665200000)"
11/24/15,16:05:00,5A,4800 BOWLAND AVE,BURGLARY,,Frankford,"(39.3187300000, -76.5508100000)"
11/24/15,1636,9S,700 VINE ST,SHOOTING,FIREARM,Poppleton,"(39.2906600000, -76.6285000000)"
11/24/15,17:00:00,4A,700 VINE ST,AGG. ASSAULT,FIREARM,Poppleton,"(39.2906600000, -76.6285000000)"
11/24/15,17:00:00,7A,2200 TACOMA ST,AUTO THEFT,,Westport,"(39.2638500000, -76.6345000000)"
11/24/15,17:00:00,6D,800 S CURLEY ST,LARCENY FROM AUTO,,Canton,"(39.2829300000, -76.5749200000)"
11/24/15,17:00:00,6D,1500 RALWORTH RD,LARCENY FROM AUTO,,Hillen,"(39.3392300000, -76.5928100000)"
11/24/15,17:15:00,4E,3200 HOLLINS FERRY RD,COMMON ASSAULT,HANDS,Lakeland,"(39.2512200000, -76.6470000000)"
11/24/15,17:15:00,7A,2000 N WOLFE ST,AUTO THEFT,,Darley Park,"(39.3142100000, -76.5918800000)"
11/24/15,0:05:00,4E,4400 LIBERTY HEIGHTS AVE,COMMON ASSAULT,HANDS,Howard Park,"(39.3301000000, -76.6916600000)"
11/24/15,0:15:00,7A,2300 ROUND RD,AUTO THEFT,,Cherry Hill,"(39.2533600000, -76.6264100000)"
11/24/15,0:30:00,5A,400 E FORT AVE,BURGLARY,,Riverside,"(39.2728300000, -76.6079200000)"
11/24/15,0:35:00,6D,2700 ANNAPOLIS RD,LARCENY FROM AUTO,,Westport,"(39.2563400000, -76.6380200000)"
11/24/15,1:01:00,6F,5100 YORK RD,LARCENY,,Radnor-Winston,"(39.3507600000, -76.6097600000)"
11/24/15,1:02:00,4E,200 W READ ST,COMMON ASSAULT,HANDS,Mid-Town Belvedere,"(39.3003400000, -76.6186700000)"
11/24/15,1:10:00,4E,400 S PAYSON ST,COMMON ASSAULT,HANDS,Carrollton Ridge,"(39.2821500000, -76.6480100000)"
11/24/15,1:10:00,4E,400 S PAYSON ST,COMMON ASSAULT,HANDS,Carrollton Ridge,"(39.2821500000, -76.6480100000)"
11/24/15,1:34:00,5D,5400 HARFORD RD,BURGLARY,,Hamilton Hills,"(39.3512600000, -76.5623900000)"
11/24/15,1:45:00,4A,500 N GILMOR ST,AGG. ASSAULT,FIREARM,Harlem Park,"(39.2943400000, -76.6427400000)"
11/24/15,1:45:00,4A,500 N GILMOR ST,AGG. ASSAULT,FIREARM,Harlem Park,"(39.2943400000, -76.6427400000)"
11/24/15,2:05:00,5D,600 E FORT AVE,BURGLARY,,Riverside,"(39.2728900000, -76.6049800000)"
11/24/15,8:03:00,4A,2600 MAISEL ST,AGG. ASSAULT,FIREARM,Westport,"(39.2626900000, -76.6377100000)"
11/24/15,8:05:00,5A,300 ALLENDALE ST,BURGLARY,,Allendale,"(39.2911600000, -76.6781900000)"
11/24/15,8:30:00,5A,2800 EDGECOMBE CIR N,BURGLARY,,Parklane,"(39.3433500000, -76.6629700000)"
11/24/15,8:55:00,3AF,900 STODDARD CT,ROBBERY - STREET,FIREARM,Upton,"(39.2992300000, -76.6247600000)"
11/24/15,8:55:00,4E,1300 W 36TH ST,COMMON ASSAULT,HANDS,Hampden,"(39.3305200000, -76.6369200000)"
11/24/15,9:00:00,6F,3700 FOSTER AVE,LARCENY,,Brewers Hill,"(39.2846000000, -76.5657900000)"
11/24/15,9:00:00,5C,300 W LANVALE ST,BURGLARY,,Bolton Hill,"(39.3046100000, -76.6251100000)"
11/24/15,9:20:00,6D,4100 BELLE AVE,LARCENY FROM AUTO,,Dorchester,"(39.3332000000, -76.6875500000)"
11/24/15,9:20:00,5A,3500 WABASH AVE,BURGLARY,,Ashburton,"(39.3248700000, -76.6654600000)"
11/24/15,9:30:00,4F,2000 N EDGEWOOD ST,ASSAULT BY THREAT,,Fairmont,"(39.3100300000, -76.6759700000)"
11/24/15,10:00:00,5A,5700 BOWLEYS LN,BURGLARY,,Frankford,"(39.3174000000, -76.5496000000)"
11/24/15,10:00:00,6G,2300 GWYNNS FALLS PKWY,LARCENY,,Mondawmin,"(39.3153900000, -76.6542300000)"
11/24/15,10:00:00,5A,1100 N WARWICK AVE,BURGLARY,,Bridgeview/Greenlawn,"(39.3007400000, -76.6566900000)"
11/24/15,10:05:00,6D,2500 WASHINGTON BLVD,LARCENY FROM AUTO,,Morrell Park,"(39.2665700000, -76.6526200000)"
11/24/15,10:15:00,6C,3800 PULASKI HWY,LARCENY,,Baltimore Highlands,"(39.2967300000, -76.5646200000)"
